stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,43,6,1,50,0,0,0,0,1,0,0,0,0,0,0,10,3,2,129,0,0,0,0,28,435,0,0,2,0,0,0,0,0,0,0,0
72hpf,18.04,3.95,0.28,6.76,0.85,2.54,0,0,0,0,0,0,0,0,0,5.64,9.02,0.28,50.45,0,0,0.56,0,193.07,52.99,0.56,1.13,47.35,0,0,20.86,0.28,0.28,0,0,0
21Day,18.87,0.74,0.74,7.03,0.37,3.7,0,0.74,1.11,0,0.37,0.37,0,0.37,1.85,0,6.29,1.11,41.07,0,0,2.59,0,10.73,6.29,0.37,1.48,31.82,2.59,0,2.22,0.37,0,0,0,0.74
3Month,0.31,0.94,2.5,8.53,0,0,0.1,0,3.85,0.62,0.1,1.87,0.73,0.21,34.22,0.42,1.25,1.56,15.71,0.73,0.1,0.62,0.1,0.21,0.21,2.91,0.73,0,0.42,6.66,0.1,0,0,0.1,0.83,0.31
22Month,0.27,0.55,1.64,3.96,0,0,0.41,0,1.23,0.68,4.1,3.55,0.14,0,15.03,0.27,0.14,0.68,18.31,0.27,0.14,0.96,0,0.55,0,0.27,0.27,0.14,0.14,9.29,0,0,0.14,0,0,0.14
