stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,3,10,0,0,0,0,2,39,0,0,3,0,0,0,0,0,0
72hpf,1.69,0.28,0,4.23,0.56,0.85,0,0,0,0,0,0,0,0.28,0,2.82,2.25,0.28,3.38,0,0.28,0,0.28,11.84,22.55,0,0,2.25,0.56,0,0.28,0,0,0
21Day,0.74,0,0,6.29,0,4.81,0,1.11,0,0,0,0,0,0.74,0,0.74,0.74,0.37,2.22,0,0,0.37,0,2.59,7.4,0,0.37,0.74,0,0.37,0.37,0,0,1.11
3Month,0.1,0.21,0.21,15.39,0,0,0,0,0.42,0.21,0,1.87,0.83,0,0.31,0,0.62,0.31,0.83,0.21,0,0.31,0.31,0.31,0,0,0,0,0.62,29.54,0.21,1.46,6.97,6.66
22Month,0,1.23,0.68,2.6,0,0,0.14,0.14,0.14,0.41,0.14,2.46,0.27,0.27,0.68,0.41,0.14,0.55,0.41,0,0.14,0,0,0,0,0.27,0,0,0,0.96,0,0.14,0,10.93
