stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.28,0,2.25,11.84,1.41,0,0,0,0,0,0,0.28,0,0,3.66,0,2.25,0,0,0,0.28,74.69,10.15,0.28,0,0,3.38,0,0,0.56,0.56,0,0.28,0,0,0
21Day,1.85,0.37,0.37,8.51,19.61,1.11,0,0,0,0,0,0,0.74,0.74,1.85,5.18,2.22,7.03,0,0.37,1.11,0,40.33,1.85,0,0,0,5.92,0.37,0.37,0.37,0,0.37,0,0,0,0.37
3Month,0,0.31,0.1,3.12,5.82,0,0.21,1.46,0.31,0,2.18,0.31,0.31,0.83,0,1.56,0.52,1.14,0.21,0.1,0.21,0,1.46,0,0.73,0.1,0,0,0.1,6.76,0,0,0,0,0.21,2.08,0.62
22Month,0,2.19,0.41,2.46,1.91,0,0,0.68,5.74,0.68,5.33,0.14,0.14,2.32,0.14,0.14,0.96,0.82,0.14,0.27,0,0,1.64,0,0.14,0.27,0.41,0,0.14,6.01,0.27,0,0,0,0,0,0.14
