stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,132,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.85,0,10.15,1.69,0,0,0,0,0,0,0,0,0.28,0,1.41,302.99,0.28,2.25,0,0.28,0.28,0,17.19,8.17,0.28,0,0,3.38,0,0,1.41,0,0,0.28,0,0,0
21Day,0.74,0.37,0,64.38,1.48,0,0.37,0,0,0.74,0,0.37,0,0.74,0.74,0.37,91.76,0.37,4.44,0,0.37,0.37,0,1.48,0.37,0,0,0,0.37,0.37,1.48,0.37,1.11,0.74,0,0,0,0
3Month,0,0.21,0.1,71.88,0,0.21,0.1,0.1,0.21,0.31,0,2.08,0.62,0,0.94,3.95,0.94,0.42,1.25,0.21,0,0.31,0.42,0,0,0.1,0.1,0,0,0.52,10.61,0,0,0,0,0.1,4.37,0.21
22Month,0,0.55,0,2.05,0,0,0,0,0,0.27,0.27,2.46,0,0,0.27,0.14,0.27,0.14,2.05,0,0.14,0.27,0,0,0,0.14,0,0.14,0.14,0,14.89,0,0,0,0,0,0,0
