stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,6,91,0,0,0,3,0,0,0,0,0,0,0,0
72hpf,2.25,0.85,0,0.85,0.28,1.41,0,0.28,0,0,0.28,0,0,0,0,0,0.56,1.97,0,5.92,0,0.56,0.28,0,25.37,16.35,0,0.28,0,3.95,0.28,0,1.97,0,0.28,0,0,0
21Day,2.22,0.74,0.37,4.07,0,1.11,0,1.48,0,0,0.37,0,0.37,0.37,1.48,0.74,0.74,0.37,0.37,6.66,0,0,0,0,6.29,5.18,0,0,0,3.33,0.74,0.74,0.37,0.37,0,0,0,0
3Month,0,0.73,0.1,4.47,0.1,0,0.21,0,0.1,1.14,0.83,0,8.43,1.14,0.21,1.87,0.83,0.83,1.35,2.29,0.31,0.21,0.21,0.52,0.21,0.1,0.73,0,0,0.1,0.31,10.4,0.31,0,0,0.83,4.78,1.77
22Month,0.27,0.55,0,2.46,0,0,0.27,0,0,0.41,1.64,0.82,12.03,0.82,0.96,7.11,0.27,0.14,3.42,2.73,0,0.41,0.68,0,0.14,0.14,0.14,0,0.27,0,0,1.5,0,0.41,0,0.14,0,0.55
