stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,18,7,0,0,0,1,18,52,0,0,0,0,0,0,0,1,0,0,0
72hpf,2.25,0.28,0,3.66,3.66,0.85,0,1.13,0,0,0,0,0,0.28,0,0.56,0,10.15,5.64,1.97,2.82,0,1.69,0,0.85,7.05,9.02,0.28,0,0,2.54,1.41,0.56,1.41,12.97,0,0,0
21Day,5.55,0.37,1.48,27.01,0,8.88,0,11.84,0,1.11,0.37,0,0,1.11,0.74,24.05,1.11,2.96,12.21,11.1,5.18,0,0,1.48,0,5.92,4.81,0,0.37,0,2.96,4.81,1.48,0.74,1.11,0,0,4.07
3Month,0.1,0.62,6.97,51.07,0.1,0,0.31,1.46,0.1,10.4,1.98,0.1,0,20.39,2.6,2.29,10.92,1.98,9.26,13.63,2.6,0.83,0.1,4.06,0.94,0.42,0.31,0.42,0.31,0,0,1.87,24.96,0.1,0.21,0.42,5.3,3.12
22Month,0,0.68,1.78,7.52,0.14,0,0.14,1.37,0,2.46,3.28,3.96,0,33.07,4.1,2.87,8.75,0.14,1.23,12.16,2.87,0,2.19,2.73,0,0.41,0,0.14,0.27,11.21,0,0.27,15.17,0.14,0.14,0.27,0,1.23
