stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,145,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,0.56,0.85,0,0.28,0,0,0,0,0,0,0,0.56,1.41,84.84,0.85,0,0.56,0,0,5.92,2.82,0,0,1.13,0,0,0,0.28,0,0,0.28,0,0,0
21Day,1.11,0,0,2.59,0,1.48,0,1.11,0,0.74,0,0,0.37,5.18,0.37,0,2.22,122.84,2.22,0,0,0.37,0,1.85,2.22,0,0,1.85,1.11,0,0,0.37,1.11,0.74,0,0,0,0.74
3Month,0.1,1.25,0.1,8.32,0,0,0.31,0.1,1.46,7.91,0.21,11.65,23.51,1.25,4.68,0.62,4.89,356.88,13.42,1.66,0,1.04,1.77,0.83,0,0.83,0.31,0.1,2.08,0,2.39,0.21,0,0,0,0.94,1.35,5.1
22Month,0.41,3.42,0.68,6.29,0,0,0.82,0.41,1.23,14.07,1.78,33.89,9.43,2.87,3.42,0.82,2.05,298.17,27.6,0.41,2.6,2.32,0.14,0.55,0,0.82,0.27,0.27,1.23,0.14,1.23,0.41,0.41,0,0,0.68,0.14,9.43
