stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Intestinal_bulb_cell,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neurosecretory_cell,Primordial_germ_cell,Retinal_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,0,0.37,0.74,0,0,0,0,0,0.37,0,0,0.74,0,0,0,0,0
3Month,0,0,0,0.52,0,0,0,0,0,0,0.42,0.62,0,0.1,0,0,0.31,0,0.1,0.1
22Month,0,0.14,0.27,0,0,0,0.14,0.14,0,1.5,0.82,0.14,0,0,0,0.27,0,1.5,0,0
