stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,5.36,0.28,0.56,0,0,0,0,0,0,0,0,0,35.79,17.76,0.28,1.97,0,0,0,0,3.1,2.25,0,0,1.13,0,0,0.28,0,0,0,0,0
21Day,0,0,0.37,25.16,0.74,0.74,0,0,0.37,0,0,0,0.37,0,1.11,45.51,2.96,0.37,0.37,0,0.37,0,0,1.48,0.74,0.74,0,1.48,0.74,0,0,0.37,0.37,0,0,0
3Month,0.21,0.52,1.87,30.16,0.52,0,0.1,0.1,20.91,1.35,0,6.76,1.46,0,72.29,22.16,2.39,1.04,2.5,0.83,0,0.62,0.21,0.42,0.21,1.46,0.1,0,0.73,0.42,0,0,0,0.42,0.52,0.62
22Month,0,1.09,13.8,34.57,0.55,0,0.27,0,37.44,1.5,0.55,28.7,0.41,0.14,191.45,14.07,1.64,1.91,1.64,0,1.23,0.27,0,0.41,0,5.06,0.14,0,0.14,0.41,0.27,0,0,0,0,0.14
