stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,59,53,0,265,13,12,0,5,1,3,0,9,1,0,1,0,19,102,166,906,0,0,0,1,221,7182,0,0,0,102,0,0,0,0,0,23,0,0,0
72hpf,71.59,29.88,0,142.33,19.45,22.27,0,12.12,0,2.54,0,0.56,3.38,0,19.73,0,108.51,170.8,22.55,396,0,30.16,4.51,5.64,312.85,1335.68,1.13,3.95,0,177,20.29,3.66,63.7,1.97,1.41,14.37,0,0,0
21Day,167.23,23.68,4.07,463.59,7.4,224.95,0,221.25,2.22,22.94,0.37,0,27.75,4.44,203.49,32.19,14.8,101.38,109.15,958.27,0.37,1.48,56.98,1.48,152.43,590.5,2.96,8.51,0,253.07,59.94,18.5,113.22,7.77,18.5,15.54,0.37,0,49.58
3Month,0.52,2.6,4.37,131.37,0.42,0,2.39,6.97,2.91,29.23,0.31,0,28.81,14.25,17.16,27.25,5.3,29.02,34.85,30.58,3.22,0.21,3.85,5.72,2.29,4.47,1.77,1.56,0,0.21,7.07,634.4,0.94,0.1,0,0.42,21.84,29.75,36.51
22Month,0.27,1.91,3.01,27.6,0.14,0,1.64,5.06,1.5,41.68,3.28,0,52.34,10.39,41.54,35.12,1.37,2.46,44.27,12.16,0.27,1.78,1.23,0.14,0.55,2.05,0.41,1.91,0.14,0.27,1.23,82.81,0.55,0.27,0,0.27,0.96,0,6.97
