stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,0,0,0,0,22,49,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,3.38,1.41,0,2.54,1.41,0.85,0,0.28,0,0,0,0,0,0,0.28,0.85,2.25,0.56,9.3,0,0.28,0.85,0,55.52,21.42,0.28,0.28,7.05,0,0,0,1.97,0.28,0,0.28,0,0,0
21Day,4.44,0.37,0.74,9.99,1.11,8.51,0,2.59,0,0.37,0,0.37,0,7.03,0.74,1.11,6.29,2.22,18.87,0,0,0.74,0,29.6,19.24,0,0.37,8.88,2.22,0,0.37,2.96,1.11,1.85,0,0,0,3.33
3Month,0,0.52,0.21,4.78,0.1,0,0.31,0,0.42,3.85,0,4.58,2.5,0.21,2.7,0.73,1.98,1.77,1.77,0.31,0,0.83,1.04,0.1,0.1,0.62,0.1,0.1,0.1,0.1,4.37,0,0,0,0,0.73,8.11,1.98
22Month,0.14,1.37,0.68,2.05,0,0,0,0.27,1.09,4.24,1.5,27.47,1.23,0.68,3.14,0.41,0.68,1.91,2.05,0.14,0.41,0.68,0,0,0,0.96,0.41,0,0,0,0.96,0.14,0.27,0,0,0,0,0.96
