stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,46,0,0,0,0,25,199,0,0,0,3,0,0,0,0,0,3,0,0,0
72hpf,4.79,1.41,7.33,1.41,4.23,0,0.28,0,0,0,0.56,0,0,0,0,7.05,14.37,0.28,12.68,0,1.41,0.56,0,70.74,41.71,0,0.85,0,11.27,1.13,0,3.95,1.41,1.41,1.41,0,0,0
21Day,7.4,0,4.07,0.74,4.07,0,6.66,0,0.74,0,0,0.74,0.37,1.11,1.11,0.37,2.22,0,14.8,0,0.37,1.85,0,24.42,12.21,0,0.37,0,3.7,2.96,0.37,2.22,2.59,11.1,0,0,0,0.74
3Month,0.21,0.62,5.51,0,0,0.52,0.42,0.1,0.62,0,0,8.74,0.62,0.31,1.14,0.31,1.77,0.83,2.6,0.21,0,0.62,0.21,0.31,0.1,0.42,0.31,0,0.1,0.31,12.59,0,0,0,0,0.42,0.31,3.64
22Month,0,0.27,1.23,0.14,0,0.14,0.68,0.27,0.55,0.96,0,12.98,0.55,0.68,0.82,0,0.14,1.64,1.23,0,0.55,0.14,0,0.41,0.14,0.14,0.55,0.82,0.27,0.14,1.37,0.27,0.82,0,0,0.14,0,1.09
