stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,17,0,0,0,0,2,42,0,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0,2.54,0,1.69,0,0,0,0,0,0,0,0,0,0,1.41,3.95,2.82,8.46,0,0.28,0.28,0.56,9.02,21.7,0,0,0,5.07,0,0,0,1.97,0,0.28,0,0,0
21Day,2.59,0,0,12.21,0,1.48,0,1.48,0,1.11,0,0,0.37,0.37,1.48,0.37,0.74,1.85,4.07,9.25,0,0,0.74,0,5.55,16.65,0,1.48,0,2.96,1.85,0,0.74,1.11,0.37,0.74,0.37,0,2.22
3Month,0.1,3.74,1.14,29.23,0.31,0,0.31,0.31,3.33,5.3,0.1,0,17.58,7.8,1.46,13.52,2.81,7.18,14.67,12.07,1.87,0,1.35,3.43,1.56,0.52,1.04,3.12,0,0.1,0.94,0.1,12.38,0.21,0,0.21,6.35,5.3,3.85
22Month,0.41,3.42,1.09,8.75,0,0,0.27,0.27,1.37,10.66,4.24,0,40.45,2.6,1.5,7.79,0.82,1.23,18.58,10.25,0.27,1.5,0.82,0.14,0.55,0.14,0.55,1.91,0.14,0.14,0.41,0,2.05,0.27,0.27,0.14,0.41,0.14,1.5
