stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0.56,0.56,0.56,0,0,0,0,1.13,0.85,0,0,0,0.28,0,0,0.28,0,0,0,0,0
21Day,0.37,0,0.37,0.74,0,0.37,0,0,0,0,0,0,0,0,0.74,0.37,0,0.74,0.74,0,0,0.37,0.37,0.74,1.11,0,0,0,0.37,0,0,0,0,0,0,0,0
3Month,0.1,0.73,0.52,8.95,0,0,0.42,0.21,1.04,5.72,0,14.46,3.33,0.31,6.76,0.94,1.87,15.81,3.43,0.94,0.1,1.66,4.99,0.52,0.21,1.46,0.21,0,0.31,0.73,7.91,0.42,0,0.1,0.73,32.66,3.22
22Month,0.14,0.96,0.41,7.79,0.41,0,0,0.14,0.55,19.13,2.6,41.95,2.32,0.96,6.01,0.14,2.19,27.33,8.2,0.14,2.73,0.82,0.41,0.14,0.27,0.68,0.27,0.14,0.14,0.14,3.42,3.69,0.14,0.27,0.14,0.14,1.09
