stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0,1.13,0.56,0.85,0,0,0,0,0,0,0,0,0.85,3.1,0.28,1.41,0,0,0,0.28,21.98,11.56,0,0,2.54,0.28,0,1.13,0.28,0.28,0,0,0,0
21Day,3.33,0,0,4.07,0.37,4.07,5.55,0,0,0,0.37,0.37,1.11,0.74,1.11,1.48,1.85,7.77,0,0,1.85,0,7.77,7.77,0,0.37,2.96,1.85,0,1.85,0.37,1.85,0.74,0,0,0
3Month,0,1.14,0.31,5.82,0.21,0,0.21,0.52,1.56,0,8.22,0.52,0.1,3.22,0.73,2.08,1.66,2.29,0.83,0,0.94,1.14,0.21,0.1,0.42,0,0.21,0.62,3.54,0,0,0,0,1.87,2.7,1.14
22Month,0,0.55,0.41,1.91,0.14,0,0.14,0.27,1.09,0.68,13.39,0.96,0.68,3.28,0.27,0,1.23,1.78,0,0.41,0.41,0,0.14,0,0.27,0.55,0.41,0.14,0.68,0.41,0,0,0,0.14,0,0.68
