stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,26.21,0.85,0,1.69,0.85,0,0,0,0,0,0,0,0,0,0,0.56,5.36,0,10.99,0,1.97,0,0,107.1,4.79,0.28,0,1.41,0,0,0.28,12.68,9.02,0.28,0,0,0
21Day,23.68,0.37,0.74,4.44,0.37,2.96,0,0,0.37,0,0,12.21,0,1.85,0,0.74,5.18,0.74,5.92,0,0,0.74,0,23.31,1.85,0,1.11,0.74,1.85,0,0,4.44,7.4,0.37,1.11,0.37,0.74
3Month,1.04,1.25,0.62,3.33,0,0,0,0,0.42,0.52,0,7.7,0.83,0,1.66,0.1,2.91,0.73,1.98,0.52,0,3.64,0.42,0.73,0.1,0.21,0.1,0,0.73,5.62,0.1,0.42,0,0,81.34,1.14,0.94
22Month,0.82,1.09,0,1.37,0.41,0,0.14,0.14,0.14,1.23,0.41,22,0.14,0.27,1.64,0.27,0.82,1.5,2.05,0.27,2.46,1.5,0.14,2.05,0.14,0.68,0.27,0.27,0,6.15,0,6.15,0,0,27.33,0,0.14
