stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,1.13,5.36,0,1.69,0,0,0,0.85,1.97,0,0,0.85,0,0,0.85,0,0,0,0,0
21Day,1.85,0.74,0,6.66,0,0.74,0,0,0,0.37,0,0.37,0,0.37,0,4.44,0,2.22,0,0,0.74,1.11,1.85,0,0,0.74,0.37,0,0,0.37,0.37,0,0,0
3Month,0.1,0.1,0,1.14,0,0,0,0,0.1,0,1.35,0,0,0.42,0,0.1,0.21,0.21,0.1,0,0.1,0,0,0,0,0,0,0.52,0,0,0,0.21,0.52,0
22Month,0,0.14,0.27,0.41,0,0,0.14,0.27,0.96,0.41,5.33,0.14,0.27,1.09,0,0.14,0,0.27,0,0.14,0,0,0,0.14,0.27,0,0,0.27,0,0,0,0,0,0.14
