stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,1.13,0,1.69,0,0,0,0,0,0,0,0,0,0,0,4.51,0.56,1.13,0,0.28,0,0,10.15,6.48,0,0,216.46,0,0,0.28,0,0,0,0,0,0
21Day,4.44,1.85,0,9.62,0.37,9.99,0,1.11,0,0,0.74,0,3.33,0,2.96,1.48,0,8.88,0.74,24.79,0,0,1.48,0,9.62,6.29,0.37,0.74,414.02,8.51,0.37,2.22,0.37,2.96,0.37,0,0,1.11
3Month,0,0.1,0,3.95,0.1,0,0.1,0,0.1,0.21,0.21,0,0.1,0.52,0,0,0.21,0.31,0.21,1.56,0.21,0,0.1,0,0.31,0,0,0.21,2.08,0,1.14,0,0,0,0,0.1,0.42,0.21
22Month,0,0.41,0.27,1.78,0,0,0,0,0.14,0.14,0.14,0.55,2.6,0.14,0,0,0,0.41,0.27,0.55,0,0,0,0.14,0.41,0,0,0,0,0,0.14,0,0,0,0,0,0,0
