stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0.28,0,0,0,0.28,26.49,4.51,0.56,0,0,0,0,0,0.85,3.66,1.97,0,0,0,0
21Day,4.81,0.74,0,0.37,1.48,1.11,0,0,0.37,0,0,0,0,0.37,1.85,0,0,0.37,0.37,4.44,0,0,0,0,18.5,1.48,0,0.37,0,0.74,0,0.37,1.11,7.03,2.96,0.37,0,0,0
3Month,0.73,0.94,0.1,4.47,1.04,0,0.1,0,0.31,0.73,0.31,0,6.14,1.35,0.1,1.77,4.89,1.56,2.39,4.78,0.62,0,0.52,0.73,23.92,1.25,2.18,0,0.52,0.42,0.1,10.51,6.87,2.08,0.1,1.25,0.21,60.54,1.77
22Month,0.41,0.27,0,3.28,0.27,0,0.27,0.14,0.41,1.91,0.82,0,17.63,0.96,0.14,2.19,0.14,0.68,1.23,8.47,0,0.41,0.14,0,15.71,0.41,6.15,0.14,0.14,0.27,0,9.02,16.67,56.57,0,0.68,0.14,0,0.82
