stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0.56,0,0,0,0,0,0,0
21Day,0.37,0,0,2.59,0,0,0,0,0,0,0,0,0,0,2.96,0,0.37,4.81,1.85,1.11,0,0,0,0,0.74,0.37,0,0,0,0.37,0,0,0,0,0,0.74
3Month,0.52,2.29,0.62,30.69,0.1,0,0.1,0.31,0,8.11,6.03,0.31,4.37,32.45,2.81,11.23,1.04,6.14,6.76,6.87,0.94,0.1,3.02,0.62,0.1,0,0.42,0.21,0.21,0,0.52,0,0,1.56,0.52,13.73
22Month,0.27,8.06,2.87,22.55,0,0,1.78,1.23,0.27,9.57,14.48,3.55,31.43,7.65,5.74,47.83,0.68,3.83,18.17,14.76,0.27,1.37,3.96,0,0.68,0,2.32,0.14,0.96,1.23,6.7,0.27,0.27,3.14,0,18.86
