stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,40,16,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.28,34.1,0.85,0.56,0,0,0.28,4.23,0.85,0,0,0,1.13,0,0,0,0.28,0,0,0
21Day,0.37,0,0.37,21.46,0,1.11,0,0.37,0,0,0,0,0,3.33,1.11,0,1.48,15.54,8.51,8.14,0,0,0.37,1.48,0.37,0,0.37,0,1.48,2.22,0,0,0,0,0,0.37
3Month,0,0.62,0,20.28,0,0,0,0.1,0.1,0.52,5.51,0,3.12,8.43,0,0.62,1.25,1.98,9.67,2.18,0.52,0,0.1,0.21,0.1,0.42,0.21,0,0,0.31,0.94,0,0.21,0.1,0.21,0.52
22Month,0.14,1.23,0.14,3.69,0,0,0.41,0,0,0.55,17.35,1.09,11.89,8.88,0.14,0.27,0.14,0.82,7.65,1.64,0,0.27,0.27,0.14,0,0.27,0.55,0.14,0,0,0.14,0.14,0,0,0,0.41
