stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,7,0,29,2,0,0,0,0,0,0,1,0,0,0,0,3,8,18,66,0,0,0,0,8,354,0,0,0,14,0,0,0,0,0,1,0,0,0
72hpf,5.64,2.54,0,12.12,0.56,6.76,0,1.13,0,0,0,0,0.56,0,1.69,0.28,9.86,16.07,1.41,32.13,0,7.33,0.56,0.85,30.16,104,0.56,0.28,0,18.6,1.97,0,5.07,0,0,0,0,0,0
21Day,10.73,1.11,1.11,18.87,0.74,35.15,0,11.1,0,0.37,1.48,0,7.4,0.74,11.84,0.74,0.74,6.66,4.81,35.52,0,0,2.59,0,16.65,44.03,1.11,0.37,0,14.43,3.7,3.33,9.25,0.74,1.11,0,0,0,4.44
3Month,0.42,0.83,0.73,16.02,0,0,0.21,0.52,0.21,1.46,4.78,0,15.81,7.59,0.73,4.26,1.87,3.33,3.74,5.2,1.98,0.1,1.98,1.14,0.83,0.62,0.83,0.42,0,0.21,2.29,197.63,0.21,0,0,0.1,3.02,165.91,8.01
22Month,0,0.55,0,3.55,0,0,0.27,0.14,0,0.55,4.65,0,7.52,2.87,3.42,5.47,0,0,9.57,1.09,0,0.96,0.14,0,0,0.14,0.41,0.14,0.68,0.41,0,22.27,0.27,0,0,0,0,0.27,1.5
