stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0.28,0.85,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,18.13,0.74,0,0,0,0,0.37,0.37,0,4.44,0.37,0,2.59,1.11,1.48,0,0,0,0,1.11,0,0,0,0.37,1.11,0,0.37,0.37,0,0,6.29
3Month,0.21,1.04,0.94,307.16,0,1.46,0.52,2.81,3.74,0,10.61,4.99,4.58,5.72,1.46,54.71,4.06,4.78,0.94,0.31,1.46,1.35,0.94,0,0.83,0.21,0.21,2.91,20.6,0.1,0,1.25,7.07,81.34
22Month,0,0.14,1.91,43.04,0,0.55,0.96,1.64,2.6,1.78,15.85,1.37,8.88,6.15,0.41,15.44,8.61,3.01,0.14,0.96,0.27,0,0.14,0,1.09,0.27,0.14,0.14,6.15,0,0,0.27,0,33.89
