stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.41,0,1.97,1.13,7.05,0,0,0,0.28,0,0,0,0.28,0.28,5.92,7.33,0.56,2.25,0,0.28,0.28,0.85,5.64,4.51,0.28,0.85,3.1,0,0,3.38,0,0.56,0,0,0
21Day,0.37,0,0.37,31.08,0.37,12.95,0,0.74,0.37,1.11,0,0.74,0,1.48,1.85,1.48,20.35,3.7,7.77,0,0,1.48,0,2.96,1.85,0,2.59,4.07,0.74,0,2.59,0,0.74,0,0,0.74
3Month,0.1,1.14,0.52,14.67,0,0,0,0.31,4.06,9.15,0.1,27.36,9.36,0.62,34.95,1.66,1.98,8.43,2.81,0.62,0.1,1.14,6.97,0.21,0,0.52,6.45,0.31,1.14,2.91,0.21,0.1,0.1,0.62,7.28,2.7
22Month,0,1.09,1.23,6.15,0.14,0,0.41,0,2.46,18.45,5.47,36.76,2.73,1.23,20.36,0.96,0.68,9.7,2.46,0.14,0.55,0.68,0,0.14,0,0.14,7.38,0,0.14,0.14,0.27,0.14,0,0.14,0,0.55
