stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.22,0.37,0,0,0,0,0,0,0,0,0,1.85,0.37,0,0,0,0.37,0,1.11,0,0,0,0,0.37,0,0,0,0.37,0.37,0,0,0,0
3Month,0.1,0.1,0.31,39.73,0,0.21,0.62,0.52,0,4.68,1.46,0.52,3.02,1.66,17.37,8.22,0.94,0.62,0,0.1,0.21,1.66,0,0.1,0.31,0,0,0.21,2.39,1.35,0.31,0,0,0.21,16.85,2.5
22Month,0,0.27,0.14,5.47,0,0,0,0.14,0.41,7.24,0.41,0.14,1.64,0.55,3.69,3.42,0.55,0,0.14,0.14,0,0.41,0,0.68,0,0.14,0,0,1.23,12.03,1.78,0,0.14,0,0,2.19
