stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,42,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0.28,0,0.28,1.97,0,1.13,0,0,0,0,12.12,10.71,0,0.28,0,1.41,0.28,0,0.56,0,0.56,0,0,0
21Day,0,0,0,1.11,0.37,0,0,0,0,0,0,0.37,0,0.37,0,0,0.37,0,3.7,0,0,0.37,0,2.96,1.48,0,0,0,0.74,0,9.99,0.37,0,0,0,0.74,0
3Month,0.52,4.16,1.77,32.35,0,1.46,0.52,0.42,9.67,10.71,0.31,50.03,16.95,0.31,20.6,3.43,12.69,10.61,13.42,2.7,0.1,2.91,5.82,2.29,0.62,4.58,1.35,0,0.73,11.65,1272.44,1.66,0.31,0.62,6.45,390.69,8.11
22Month,0,0,0,1.09,0,0,0,0,0.41,0.41,0.27,8.2,0.14,0,1.09,0.14,0.14,0.96,0.55,0,0.68,0.14,0,0.27,0,0.41,0.14,1.91,0.14,0,66.68,0.27,0.41,0.14,0,1.78,0
