stage,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,1.13,1.41,0,0.28,0,0,4.23,0,0,0
21Day,1.48,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,1.48,0,0,0
3Month,1.04,0.1,0.1,0.21,0.1,0.1,0.1,0.52,0.21,0,0,0.1,0,0.1,1.46,0,0.31,0.21,0.1
22Month,0.41,0,0.14,0.68,0,0,0,0.27,0,0,0.14,0,0,0,0,0,0,0,0
