stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,5,0,12,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,10,0,0,0,0,1,61,0,0,2,0,0,0,0,1,0,0,0
72hpf,0.85,0.56,0,1.13,0.85,2.54,0,0.28,0,0,0,0,0,0,0,0,0.85,5.36,0,4.23,0,0.85,0,0,14.66,10.43,0,0,5.92,0.28,0,1.69,0,0.85,0,0,0
21Day,4.44,0.37,0.37,5.92,0.37,4.81,0,1.48,0,0,0.37,0,1.48,0,2.22,0.37,0,2.96,1.48,8.88,0,0,0.74,0,5.55,4.07,0,0.37,2.59,0.37,0,0.74,0,0,0,0,1.11
3Month,0.31,1.77,0.52,12.38,0.1,0,0.52,0.73,1.35,2.5,0.1,0,51.59,2.7,1.04,10.92,1.25,4.06,3.95,6.76,1.77,0,1.25,0.83,1.14,0.1,0.94,0.52,0.62,0.73,6.55,0.21,0,0,1.77,4.68,3.64
22Month,0,0.82,0.41,2.73,0,0,0.55,0.14,0.82,2.32,1.64,0,51.65,0.82,1.23,5.6,0.14,0.55,2.46,3.14,0.68,0.41,1.09,0,0.68,0.27,0.82,0.96,0.14,0,1.37,0.14,0.41,0,0.14,0,1.09
