stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,0,0,1.69,0.28,2.54,0,0,0,0,0.28,0,0,0,0,0.28,4.79,0,3.66,0.85,0.56,0,328.35,15.5,0.28,0.56,4.79,0,0.28,3.1,0,0.28,0.56,0,0,0
21Day,0.37,0.37,0,0.74,0,1.85,0.37,0,0,0,0,0,0.37,0,0.37,0.37,0,0.37,1.11,0.37,0,0,74.37,1.11,0,0.37,1.11,2.59,0.74,0.74,0,1.48,0,0,0,0.37
3Month,0,0,0.1,2.5,0.21,0,0,0.52,0.52,0,0,1.77,0.73,0.1,0.62,0.21,0.31,0.62,0.52,0.1,0,0.21,10.19,0.42,0.31,0.52,0,0.1,7.8,0.1,0,0,0,0.31,34.74,0.31
22Month,0,0.27,0,0.41,0.14,0,0,0,0,0.82,0,2.05,0,0,0.41,0,0.14,0.14,0.41,0.14,0,0,4.1,0,1.37,0,0,0,13.8,0.14,0.14,0,0,0,0.27,0
