stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,25,0,0,0,2,17,93,1,0,4,0,0,0,0,0,1,0,0,0
72hpf,4.51,2.25,0,9.86,18.6,3.38,0,0,0,0.28,0,0,0.28,0,0.28,0,1.97,14.94,0.28,20.01,0,0,0.56,0.56,301.3,41.43,1.13,2.54,20.86,0,0,11.56,0,0,3.95,0,0,0
21Day,6.66,0.37,0.37,12.58,14.43,5.55,0,0,0,0,0.37,0,0,0.37,2.59,0.37,0,5.92,1.48,45.51,0.37,0.37,5.18,0,138.01,23.31,2.22,2.96,21.46,6.29,1.85,7.4,1.11,2.22,2.96,0,0,0.37
3Month,0.1,0.62,0.42,20.49,3.95,0,0.21,0.1,0.21,0.52,0.83,0.1,3.64,1.35,0,3.85,0.52,2.39,0.83,15.19,4.47,0,0.52,0.42,2.18,0.94,2.29,0.42,3.22,0.42,16.12,2.7,0,0,0.73,0.83,22.88,0.83
22Month,0.14,1.37,0.27,9.98,1.37,0,0.68,0.27,0.27,0.82,2.46,3.42,6.7,0.96,1.64,3.01,0.41,1.37,1.64,25.28,1.37,0.27,0.41,0.14,3.01,0.82,4.1,0.68,2.32,0,7.24,5.6,0.55,0,0.96,0,0,0.14
