stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.28,3.95,0,0.85,0,0,0,0,0,0,0,0.85,0,0,0,0
21Day,0.37,0.37,0,6.66,0.37,0.37,0,0,0.37,0,0,0.74,0,0.37,1.11,0,6.66,0.74,5.92,0,0,0.74,0,0.37,0,0,0.37,0.74,0,0,0
3Month,0.21,0.73,0,3.02,0,0,0.1,0.21,0.42,0,0,8.43,0.52,0,2.29,0,6.45,0.73,0.94,0.21,0,0.42,0.62,0.1,0.1,0,0,0.1,0.52,0.52,0.21
22Month,0,0.27,0.14,1.09,0,0,0.27,0,0.27,1.78,0,16.26,0.27,0.82,1.64,0.14,1.64,3.42,4.92,0,0.27,0.27,0,0,0,0.14,0,0.14,0,0,0.27
