stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,26,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.56,7.33,0,38.9,0,0,0.28,0,3.66,1.13,0,0.56,0,0.56,0,0,0.28,0,0,0,0,0,0
21Day,1.11,1.85,0.37,0,1.11,0,0,0,0,0,0.37,1.11,0,0,0,0,0,0,34.04,0,0,25.9,0,1.48,1.48,0,0,0,1.48,0.74,0.37,0,0,0.37,0,0,0,0
3Month,0.1,3.12,2.39,0.1,0,0.1,0.1,0.31,0.52,0.62,0,3.95,1.04,0,0.83,0.1,1.25,0.62,43.48,0.52,0,7.07,0.31,0,0.31,0.1,0.42,0,0.62,0.52,5.82,0.21,0,0,0,0.42,1.87,0.83
22Month,0,1.78,1.5,0,0,0,0.14,0,0,0.68,33.89,6.83,0.14,0.55,1.09,0,0.14,0.82,15.44,0.14,0.68,0.68,0,0,0,0.41,0.41,0.14,0.14,0.14,5.33,0.14,0.14,0,0.41,0,0,0.55
