stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,7,0,34,1,0,0,1,0,0,0,0,0,0,1,0,4,10,16,67,0,0,0,3,23,502,0,0,0,7,0,0,0,0,0,2,0,0,0
72hpf,11.27,2.82,0,13.53,4.51,4.79,0,2.54,0,0,0.28,0,0.28,0,1.41,0,14.37,32.13,1.97,36.36,0,4.23,0.85,1.13,113.02,125.7,0,1.13,0,20.29,2.25,0,12.68,0.85,1.13,0.85,0,0,0
21Day,19.61,1.11,2.96,37.37,0.74,15.54,0,13.32,0,0.37,0.74,0,4.81,0,8.51,2.96,1.48,18.5,1.85,46.62,0,0,0.74,0,39.59,49.58,0.74,1.48,0,15.17,6.29,2.96,6.66,1.48,1.11,1.11,0,0,0.74
3Month,0.73,3.54,2.29,33.81,0.31,0,0.52,0.94,0,3.74,11.55,0.1,36.72,14.56,1.04,18.62,3.33,12.79,12.07,11.44,2.39,0.42,2.6,1.98,1.87,0.21,1.56,1.46,0,0.62,1.35,154.47,0.73,0,0,0.1,4.26,58.04,6.76
22Month,0.14,2.46,1.09,8.34,0.14,0,0.41,0.27,0.27,0.96,9.29,2.87,37.58,1.64,2.73,10.52,0.27,2.32,10.11,6.97,0.14,0.96,0.82,0,0.41,0.27,0.41,1.5,1.5,0.55,0.27,23.91,0.41,0.27,0,0.14,0.41,0,1.37
