stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,3,0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,2,36,0,0,0,0,14,288,0,0,0,10,0,0,1,0,0,2,0,0,0
72hpf,12.97,1.69,0,14.94,11.27,4.79,0,0,0.28,0,0,0,0,0.56,0,7.05,26.78,1.41,65.39,0,1.41,2.82,0.28,749.72,80.04,0.56,1.41,0,84.27,0.56,0,25.65,3.38,1.69,1.97,0,0,0
21Day,5.18,1.11,0.37,38.11,4.44,5.92,0,0,0,0.37,0,0.37,0,0.74,0.37,1.85,19.61,1.48,85.1,0,0,9.25,0,171.3,18.13,0.37,1.11,0,31.82,8.14,0,1.85,1.11,1.48,1.11,0,0,0.74
3Month,0.31,1.14,0.21,23.61,0.42,0,0,0.21,0.73,1.04,0,3.74,0.62,0.31,1.46,1.87,6.35,1.04,35.26,2.08,0,1.04,0.42,3.64,0.94,2.39,0.62,0,1.35,0.52,11.65,0.21,0.21,0,0.42,3.64,6.66,0.52
22Month,0.41,1.64,0,18.17,0.27,0,0.41,0.27,0.41,0.55,3.01,9.7,0.27,0,1.37,0,5.6,1.37,23.37,0.41,0.55,1.64,0,3.42,0.68,1.5,0.27,0.14,0.41,0.14,3.01,1.09,0.14,0,0.41,0.55,0,0.27
