stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0,0,0,0,5,23,0,0,2,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,0,0.28,0,0,0,0,0,0,0,0,0,0,0.56,1.97,0.28,1.69,0,0.28,0.28,0,7.61,5.07,0,0.28,2.82,0,0,0.28,0,0,0,0,0
21Day,1.48,0,0.74,5.18,0.37,0.74,0,1.48,0,0,0.37,0,0,0,1.48,0.37,1.11,1.11,0.74,4.81,0.37,0,0.37,0,7.77,3.33,0,0.37,3.33,0.37,0,0.74,0.37,0.37,0,0,0.37
3Month,0,0.73,0.21,11.03,0,0,0,0.31,0.1,1.25,2.6,0.1,8.74,0.73,0.1,5.72,1.35,2.91,4.89,3.54,0.94,0,0.73,1.14,1.14,0.21,0.73,0.42,0.21,0.52,4.06,0,0,0,1.25,1.98,5.1
22Month,0,0.55,0,3.42,0,0,0.14,0.14,0,0.27,2.32,0.55,12.44,0.27,0.82,2.19,0.14,0.55,3.42,2.32,0.27,0.41,0.14,0,0.14,0,0.41,0.14,0.14,0,0.27,0.27,0,0,0,0,1.37
