stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,72,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0
72hpf,76.94,0,0,3.38,0,1.69,0,0,0,0,0,0,0,0,0.85,4.51,0.28,1.97,0,0,0,0.28,16.63,3.1,0,0,1.69,0.28,0,0.85,0.28,0.28,0,0,0
21Day,30.34,0,0,4.07,0,1.11,0.74,0,0,0,0,0,0,0.37,0,1.11,0.37,4.81,0,0,1.11,0,11.47,2.22,0,0,1.48,2.22,0,1.48,0.37,0.37,0,0,0.37
3Month,10.4,0.62,0.1,2.91,0.1,0,0,0.1,0.62,0,3.33,0.94,0.1,0.52,0.21,2.39,1.77,1.35,0.31,0,0,0.31,0.42,0.1,0.21,0.1,0,0.52,8.43,0,0,0,0.62,1.35,0.62
22Month,4.1,0.55,0.27,2.19,0,0,0,0,0.55,0.41,15.03,0.27,0.27,0.41,0,0.96,1.37,2.32,0.14,0.68,0.14,0.14,0.68,0,0.27,0,0.14,0,7.38,0.14,0,0,0.27,0,0
