stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,17,6,0,83,1,2,0,0,0,0,0,1,0,0,0,0,0,5,3,32,0,0,0,0,9,612,0,0,0,15,0,0,0,0,0,0,0,0,0
72hpf,28.47,7.05,0,391.49,6.76,42.56,0,0.56,0,0,0.56,0.28,0.28,0,0.85,0.28,12.68,100.34,8.74,122.6,0,2.25,4.79,0.56,368.38,202.37,0.28,3.1,0,366.12,1.69,0.28,30.44,1.41,1.13,5.36,0,0,0
21Day,47.73,6.29,6.29,368.51,2.59,96.94,0,16.28,0,1.11,7.77,0,34.41,4.81,26.64,19.61,12.95,91.02,27.01,241.97,0,0.74,21.83,0,168.71,81.4,2.59,5.18,0,1109.96,64.75,2.59,11.1,9.62,19.98,8.14,0,0.37,24.42
3Month,0.1,0.31,0.21,2.5,0,0,0.1,0,0.31,0.1,0.62,0,2.39,1.35,0.1,0.21,0.42,1.04,0.94,13.52,0.83,0,0.31,0.21,0.31,0.1,1.25,0,0,0.21,0.21,26.94,0.21,0,0,0,0.21,9.67,0.62
22Month,0,0.27,0,0.96,0,0,0,0,0,0.14,0.27,0,4.1,0.82,0,0.27,0.14,0.41,0.41,3.69,0.14,0.27,0.14,0,0,0,1.91,0.27,0.14,0.14,0.14,22.41,1.09,0,0,0,0,0.14,0.14
