stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,4,0,0,0,6,54,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,1.69,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,1.41,0,1.97,0,0.28,0,11.84,3.95,0,0,0.85,0,0,1.41,9.02,4.51,0.85,0,0,0
21Day,1.11,0,0,5.55,0,2.22,0,0.74,0,0,0,0,0.74,0,1.48,1.11,0.74,3.33,0.74,4.44,0,0.74,0,21.46,4.07,0,0,2.96,1.11,0.37,0.37,44.03,34.04,1.48,0,0,1.11
3Month,0.21,0.1,0,3.43,0,0,0.1,0,0.42,0.42,0,0,4.89,0.62,0,1.14,0.52,0.83,0.94,0.62,0,0.1,0.1,0.1,0,0.42,0,0,0.1,1.25,0,1.35,0.1,0.21,0.21,0.73,0.1
22Month,0,0.55,0.14,0.82,0,0,0,0.14,0.14,0.96,0.14,0,8.06,0.14,0.14,0.41,0.14,0,0.68,0.14,0.27,0,0,0.55,0,0,0.14,0,0,0.27,0,15.44,0,0,0.14,0,0.27
