stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,10,0,0,0,0,0,0,0,6,0,0,0,0,1,13,4,3,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,3,0,0,0
72hpf,0,0,0,2.25,0.56,0.28,0,0.28,0,0,0,0,0,0,1.13,0,1.97,11.27,0.56,0,0,0.56,0,0,4.23,3.1,0,0,0,0.28,0,0,0,1.41,0.28,0.56,0,0,0
21Day,0,0,0.74,8.88,0.74,0.74,0,2.59,0,0,0,0,1.11,0.37,2.59,1.11,0.37,1.85,1.85,0.74,0,0,0,0,1.48,1.11,1.48,0.37,0,0.74,0.37,0,0.74,2.22,0.37,0.74,0,0,1.11
3Month,0.1,0.73,2.39,19.97,0.1,0,0.21,0.21,4.47,2.18,0.1,0,39.01,2.08,0.42,16.43,2.5,4.78,7.7,2.5,0.1,0,2.18,1.66,1.66,0.21,2.5,1.04,0,0.21,1.25,0.1,11.55,0.52,0,0.42,0.31,9.05,2.29
22Month,0,0.82,1.09,3.69,0.14,0,0.27,0.14,2.05,2.6,0.68,0,39.9,1.09,0.27,13.25,0.27,0.82,4.51,1.23,0,0.68,0,0,1.09,0.14,1.09,0.41,0.82,0,0.27,0,1.91,0.55,0.68,0,0,0,0.55
