stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,0,4,73,0,0,1,0,0,0,0,1,0,0,0
72hpf,1.41,0.28,0,2.25,0,0.28,0,0.28,0,0,0,0,0,0.56,0,1.69,1.97,0,4.51,0,0.28,0.28,0,7.61,5.64,0.56,0.28,3.1,0.56,0,0.28,0.28,0.28,0,0,0
21Day,2.59,0.37,0,5.18,0,1.48,0,0.37,0,0,0,0,0,0.74,0.37,0,1.48,0.37,8.14,0,0,0,0.37,2.96,4.81,0,0.37,2.59,0.37,0,0.74,0,0,0,0,0
3Month,0,0.62,0.21,6.97,0.1,0,0.1,0,1.14,0.21,0,6.14,0.42,0.31,1.04,0.73,2.18,0.62,2.5,0.62,0,0.1,0.83,0.1,0.1,0.1,0.31,0,0.31,3.54,0,0,0.21,0.1,0.52,0.52
22Month,0.14,0.41,0.14,3.28,0,0,0.14,0.27,1.37,1.23,1.37,20.36,0.55,1.37,3.55,0.68,0.68,2.19,5.6,0.41,1.23,0.41,0,0.41,0,0.68,1.09,1.09,0,1.91,0.27,0,0,0.14,0,0
