stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,4,4,36,46,0,0,0,0,16,59,0,0,0,7,0,0,0,0,0,0,0,0
72hpf,8.74,16.63,0,10.15,7.89,2.82,0,0.56,0,0.56,0,0,0,0,0.56,0,2.54,18.88,4.23,70.18,0,0.28,2.25,0,60.88,39.74,0,1.97,0,82.3,0.28,0,30.16,0.28,5.07,0,0,0
21Day,22.2,8.14,1.11,88.06,2.22,7.03,0,0.74,0,1.85,0.37,0,0.74,0,4.81,0.74,2.59,35.89,8.88,92.87,0.37,0.37,11.47,0,34.41,11.84,0.37,3.7,0,34.78,5.18,0.74,5.55,1.11,2.22,0.37,0,0.74
3Month,0.42,22.47,0.52,127.52,0.94,0,0.62,0.21,1.25,36.82,0.62,0,8.43,3.74,1.04,4.99,13.52,38.59,32.87,57.83,10.4,0.1,8.11,0.83,1.66,0.31,1.35,4.89,0,4.68,2.18,9.99,1.87,0,1.04,17.79,3.64,1.46
22Month,0.55,29.79,0.68,36.9,1.5,0,1.23,0.14,0.55,40.45,23.78,0.14,18.31,0.82,3.42,3.14,4.37,7.11,32.11,58.08,2.05,0.27,5.74,0.27,3.96,0.27,2.6,6.42,0.27,2.73,0.41,7.11,7.79,0.14,0.27,2.19,0,1.37
