stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,5,19,14,0,0,0,0,7,53,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0.85,1.97,0,0,0,0,0,0,1.69,0.85,0,0,0.56,0,0,0.56,0,0.28,0,0,0
21Day,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0.1,0.31,3.64,0,0,0.1,0.94,0.94,0.1,0,3.95,1.14,0.42,2.6,0.31,0.73,1.14,0.62,0.1,0,0.62,0.31,0.52,0.1,0.1,0.1,0,0.1,3.85,0,0,0,0.21,1.56,1.35
22Month,0,0.27,0.41,2.87,0,0,0.27,0.82,22.27,1.5,0,12.44,4.65,1.64,5.88,0.27,0.68,8.34,0.96,0,0.14,0.82,0,0.27,0.27,0.14,0.41,0.14,0,0.96,0.41,0.41,0,0,0.14,0.82
