stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0.85,0,0.28,0,0,0,0,0,0,0,0,3.38,3.1,0,9.02,0.28,0.85,0.28,3.38,1.97,0,0,1.41,0.28,0,0.85,0.28,0,0,0
21Day,0.74,0.37,1.48,0,0,0,0,0,0,0,0,0,0,0.37,0,0.37,4.81,0,0,0,0.37,2.59,0,0,0.74,0,0,0.74,0.37,0,0,0
3Month,0.1,0.31,1.25,0.1,0,0,0.1,0,0,10.3,0.1,0,0.73,0,0,0.1,0.73,0,0,0.21,0,0.1,0.1,0,0,0.52,0.21,0.1,0,0.1,0.42,0.1
22Month,0,0.41,0.68,0,0,0.14,0.14,0.27,0.41,18.86,0.27,0.14,0.96,0.14,0.14,0.27,0.55,0.27,0,0,0.14,0,0.14,0.14,0,0.14,0.14,0.82,0,0,0,0.27
