stage,Epithelial.cell,Hepatocyte,Intestinal.bulb.cell,Neural.cell,Neural.progenitor.cell,Osteoblast,T.cell
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0.563696112006446,0,0.281848056003223,0
21Day,0.369986860264282,0,0,0,0,0,0
3Month,0,0.312051019934018,0,0,0,0,0
22Month,0.136649431988133,0.546597727952532,0.409948295964399,0,0,0,0.136649431988133
