stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.56,0.28,1.13,0,0,0.28,2.54,1.97,0,0,0.56,0,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,1.11,1.48,0,0.37,0,0,0,0.74,0,0,0,0,0.74,0.74,1.85,0,0.37,0,0,0.74,0,0,0.37,0,0,0.37,0,0.37,0,0,0,0.37
3Month,0,0.52,0,2.5,0,0.1,0,0.62,1.14,0,8.43,0.83,0.31,2.5,0.21,1.35,1.87,1.14,0,0.94,0.42,0.1,0,0.31,0.83,0.1,0.42,1.46,0.1,0,0,0,0.42,1.56,0.62
22Month,0,0.41,0.14,1.5,0,0,0,0.14,4.1,0.68,13.25,1.09,0.55,1.78,0.27,0.27,3.42,1.5,0.55,0.27,0,0.14,0,0.27,0.55,0.14,0.14,0.27,0.27,0.14,0,0,0,0,0.82
