stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,10,117,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,4.23,1.69,0.85,0,0,0,0,0,0,0.28,0,0.28,2.82,0.85,3.38,0,0.28,0.56,226.89,33.82,0.85,1.41,4.23,0,0,10.15,0,0.85,0.28,0,0,0
21Day,0.37,0,19.61,1.85,4.81,0.37,0,0,0,0.74,0,1.85,1.11,1.11,4.07,0,5.92,0,0.74,0,106.56,10.36,0.74,1.48,5.18,5.18,0,3.33,3.7,9.99,2.59,0,0,1.85
3Month,0,0.21,3.64,0.42,0,0,0.21,0.1,0,2.81,0.1,0.1,0.62,0.52,1.14,0.21,1.14,0.21,0.52,0.42,0.52,0.42,0.83,0,0,0.1,3.22,0.1,0,0,0,0.21,16.75,0.83
22Month,0.14,0.14,1.23,0.14,0,0,0.14,0.27,1.91,5.33,0.14,0,0.55,0,0.41,0,0.27,0,0,0,1.5,0,0.82,0.14,0,0,0.82,0.27,0.27,0,0,0,0,0
