stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,3.66,0,0,0,0,0,0,0,0,0.28,0,0.28,0.85,0.56,3.66,0,0,0.56,0.56,22.55,2.25,0,0.28,0,3.38,0,0,0.56,0,0,0.56,0,0,0
21Day,1.48,0,0,5.55,7.03,0,1.11,0,0,0,0,0.37,0,0.74,0,1.11,1.48,0,8.51,0,0,0.37,0,80.29,1.11,0,0.37,0,2.96,1.85,0,0,0.74,1.85,0,0,0,0.37
3Month,0.1,3.12,1.25,8.32,0,0.21,0.21,0.1,2.6,3.85,0,10.61,3.85,0.83,2.39,0.73,4.16,9.05,5.41,0.21,0.1,0.42,1.56,0.94,0.1,0.52,0.21,0,0.21,0.21,1.87,0.52,0.1,0,0.31,0.52,0.21,1.77
22Month,0.14,11.62,1.5,16.94,0,0.27,0.14,0,2.05,10.52,8.06,69.96,1.5,2.32,18.72,1.23,2.73,11.75,10.52,0.27,5.47,0.82,0.27,3.28,0.14,1.37,0.14,0.55,0.14,0,0.82,2.32,0.68,0,0.27,0,0,1.37
