stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,21,0,7,0,0,0,0,0,0,0,1,0,0,0,1,1,4,15,0,0,0,0,167,133,4,0,2,0,0,0,0,0,0,0,0,0
72hpf,42.84,7.05,0,27.62,5.07,39.74,0,1.13,0,0.85,0,0.56,0,1.13,0.85,11.56,65.95,9.3,47.07,0,2.82,1.97,0,4824.39,226.04,10.71,14.37,65.39,1.41,0.56,33.26,2.25,2.82,4.23,0,0,0
21Day,20.35,4.44,1.85,59.57,3.33,54.02,0,5.92,0,1.11,0,5.92,1.48,10.73,10.73,3.7,22.94,9.25,39.59,0,0.37,4.81,0.74,1626.83,54.02,14.43,14.43,22.94,43.66,1.11,10.73,5.18,14.8,3.7,0.37,0,9.25
3Month,0,2.6,0.21,8.95,0.1,0,0.31,0.1,0.42,1.04,0,4.37,1.14,0,2.18,0.1,1.14,1.14,2.7,0.1,0,2.6,0.31,42.96,1.25,22.88,0.42,0,0.52,6.35,1.46,0,0.1,0,0.62,1.14,0.83
22Month,0,2.73,0.41,4.37,0,0,0.27,0,0.55,2.19,0.41,14.62,0.27,0.14,1.78,0.27,0.27,1.23,3.14,0,0.14,0.82,0,42.5,0,23.78,1.37,0.55,0.55,11.62,4.51,0.68,0,0,0.14,0,0.27
