stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Goblet_cell,Granulocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,T_cell
72hpf,0.28,0,0,0,0,0,0.28,0.28,0.28,0,0,1.97,0.28,0.56,0,0,0.28,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0
3Month,0,0.21,0.83,0.1,0.1,0.1,0.1,0,0,0.1,0.21,0,0,0,0,0.31,0,0.42
22Month,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0
