stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0,0,0.28,0,0,0.28,0.28,0,0,0,0.28,0,0,0.28,0.28,0,0,0
21Day,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0,0.37,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0.37,0,0,0.37,0,0,0,0
3Month,0,0.42,0.31,2.7,0.1,0.1,0.1,0,0.42,0.52,0,4.16,0.31,0,1.66,0.31,0.94,0.83,0.83,0.73,0.1,0.31,0.1,0.1,0,0,0.21,0,0,0.21,9.57,0,0.1,0.31,72.29,0.31
22Month,0,0.68,0.82,0.55,0,0,0,0.27,0.41,0.14,0.82,3.14,0.14,0,1.5,0,0,0,2.05,0.14,0,0.14,0.14,0,0,0.14,0,4.78,0,0,9.84,0.14,0,0,0.14,0
