stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.28,0,0,0,1.13,0,0,0,1.41,0,0,0,0,0,0,0
21Day,0,0,0,1.85,0.74,0,0.37,0,0,0,0,0,0.37,0,0,0,0,4.07,0,0,0.37,1.48,0,0,0,2.59,0,0,0,1.11,0,0,0
3Month,0,0.52,0.1,2.6,0,0.1,0,0,0.21,0,2.08,0.21,0,0.83,0.1,1.98,0.62,1.35,0.42,0,0.1,0,0,0,0.42,0,0.21,0.73,0,0.1,0.52,0.1,0.1
22Month,0,0.14,0,1.37,0,0,0,0.41,0.68,0.14,7.93,0.41,0.27,1.78,0.14,0.27,0.82,1.91,0,0.27,0.14,0,0,0.14,0.14,0.14,0,0.27,0.14,0,0,0,0.14
