stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0.28,0,1.41,0,0.28,0,0.28,0,9.02,1.97,0,0.28,0,0,0,0,0,0,0
21Day,0,0,0,1.48,0.37,0.37,0,0,0,0,0.74,0,0,0.37,0.37,1.11,0,0,0,3.33,0.74,0,0.37,1.85,0,0.37,0,0,0,0
3Month,0.21,0,0.1,1.66,0,0.1,0,1.14,0.21,1.14,0,0.31,0.1,0.1,0.31,0.21,0.1,0,0.1,0.31,0.31,0,0,0,1.35,0,0,0.1,0.21,0.31
22Month,0,0,0,1.37,0,0,0.14,0.41,0.27,2.05,0.14,0.14,0,0,0.14,0,0,0,0,0,0,0.14,0,0,0.41,0,0.14,0,0,0
