stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0.28,0,0,0,0,1.13,0.56,0,0,0,0,0.28,0,0,0,0
21Day,0,0,0,0,0.37,0.37,0,0,0,0.37,0,0,0.37,1.48,0,0,0,1.48,0.74,0,0,0.37,0,0.37,0,0,0,0.37,1.48,0.37,0.37,0,0,0.37
3Month,0.21,1.46,0.42,8.95,0,0,0.1,0.1,1.66,4.68,0.1,19.14,5.93,0.42,3.12,0.42,3.64,3.64,4.37,1.04,0.21,0.42,1.04,1.14,0.1,1.25,0.1,0.1,0.62,5.62,0.21,1.56,0.52,6.03
22Month,0,1.37,0.55,3.14,0,0,0.27,0.14,0.14,5.06,0.55,13.8,2.19,0.55,1.5,0.14,0.27,2.46,5.06,0.27,0.14,0.68,0,0.68,0.14,0.14,1.91,0.14,0,10.39,0.41,0.27,0,2.32
