stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,7,2,0,0,0,0,0,0,3,0,0,0,0,2,6,12,11,0,0,0,0,9,79,0,0,0,4,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,1.41,0.56,0,0,0,0,0,0,0,0,0,0,0.85,1.97,1.69,0.85,0,0.56,0,0,16.91,1.69,0,0,0,1.41,0,0.28,0.56,0,0.28,0,0,0
21Day,0,0.37,0,6.29,0.37,0.37,0,0,0.74,0,0,0,0,0,0.37,0.37,0,2.59,1.85,0.74,0,0,1.11,0,11.1,3.33,0,0,0,0.37,0.37,3.7,0.37,0,0.37,0,0.37,0
3Month,0.1,0.1,0,3.85,0.31,0,0,0,4.26,0.52,0,0,17.06,1.35,0,2.39,1.04,1.66,1.04,0.62,0.31,0,2.08,0.31,0.62,0.21,0.21,0.1,0,0,0.42,19.04,0.21,0,0.21,0.73,12.27,0.73
22Month,0,0.55,0.27,3.42,0,0,0.14,0.14,4.92,2.46,2.6,0,24.87,0.55,0.41,2.05,0.27,0.96,2.05,2.05,0.14,0.55,0.27,0,0.41,0,0.27,0.27,0.68,0.14,0,4.92,0.27,0.14,0.14,0.14,0,0.14
