stage,Epithelial_cell,Goblet_cell,Hepatocyte,Intestinal_bulb_cell,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_
3Month,0.94,0.1,0.1,0.1,0.1,0.1
22Month,0,0,0.27,0,0.14,0
