stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,3.1,0,0.56,0,0,0,0,0,0,0,0.28,0,0,0,11.56,0.56,0.56,0.28,0,0,0,0,3.38,7.05,0,9.3,0,0,0,27.62,0,0,0,0,0
21Day,3.33,0.74,2.59,4.07,0.37,4.07,0,0.74,0,0.37,0,1.11,0,0.37,17.02,0,4.81,5.55,3.7,0,0,0.74,0,6.29,15.91,0.74,15.17,2.59,4.07,1.85,154.65,1.11,1.11,0,0,0.37
3Month,0.1,2.39,5.3,14.87,0.1,0,1.66,0,4.89,2.29,0,9.05,3.43,0.21,372.48,0.52,2.6,2.29,1.46,0.94,0.1,0.73,0.62,0.1,0.31,1.35,12.59,0.1,1.77,14.04,1.66,0,0,1.35,3.12,3.95
22Month,0,3.01,11.89,6.29,0,0,0.14,0,4.1,1.78,0.82,15.17,0.55,0.14,317.03,0.14,0.27,1.09,1.09,0.14,1.09,0.55,0,0.27,0.27,2.05,4.51,0,0.27,7.65,2.05,0,0,0,0,0.68
