stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,211,0,0,0,0,0,0,0,0,0,0,1,0,4,7,55,0,0,0,0,4,25,0,0,11,0,0,0,0,0,1,0,0
72hpf,1.13,0.56,89.06,2.25,0,0,0,0,0,0,0,0,0,0,0.56,117.25,3.38,22.27,0,0,0.28,0.28,17.19,6.2,0,0,7.33,0,0,0.85,0,0,0.28,0,0
21Day,0.74,0,15.91,1.11,0,0.37,0,0,0,0,0,0,0.74,0.37,1.85,25.9,1.48,5.18,0,0,0,0,36.63,0.74,0.37,0.37,2.59,3.7,0,0.37,0,0.74,0,0,0.37
3Month,0,0.52,0.31,0,0.1,0,0.62,0.52,0.31,0,0.21,0.31,0,0.21,0.1,0.1,0.31,2.5,0.1,0,1.66,0,1.66,0,0.1,0,0,0,0.31,0.21,0,0,0,0.1,0
22Month,0,0.41,1.23,0,0,0,0.14,0.27,1.37,0.14,2.6,0.41,0.14,0.27,0,0,0.68,1.37,0,0.14,0.96,0,0.82,0,0,0.27,0,0,1.5,0.68,0.41,0,0,0,0
