stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,64,2,0,61,0,1,0,0,0,1,0,3,0,0,0,0,17,11,7,27,0,0,0,0,21,452,1,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,29.88,2.54,0,27.34,16.63,161.5,0,1.13,0,0.56,0,0,0.28,0,0.56,0,89.91,48.48,2.54,29.59,0,3.66,0.28,1.69,903.6,146.84,2.54,5.07,0,21.42,1.13,0,0.85,34.95,13.25,6.76,5.07,0,0,0
21Day,23.68,1.11,2.59,104.34,15.17,179.07,0,6.66,0,0.74,0,0,3.7,1.11,5.92,9.62,8.51,34.41,4.44,39.59,0,0.74,5.55,0.37,240.49,54.76,4.44,5.55,0,15.17,12.95,0,2.22,18.5,23.68,33.67,3.33,0.37,0,2.96
3Month,1.98,3.95,4.68,156.96,7.7,0,2.91,1.56,16.33,3.64,0.1,0,58.25,4.58,1.35,65.95,30.48,41.5,6.14,10.19,4.89,0.21,8.63,6.66,18.72,1.25,13.52,6.66,0,0.62,2.7,0.1,39.84,1.14,0.52,0.1,0.62,3.85,20.6,2.81
22Month,0.96,3.28,5.19,62.86,2.87,0,1.91,0.96,4.65,3.96,19.13,0,56.03,2.19,2.73,47.69,7.24,9.43,3.14,6.56,0.14,2.05,1.91,0,8.88,1.23,13.12,10.8,0.41,0.96,0.82,0,17.35,1.64,12.44,0,0.14,0.41,0,0.96
