stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0,0.1,1.46,0,0,0.1,0.21,0,45.77,3.33,0,1.04,0,0.21,0.21,0.62,0.1,0,0,0,0.1,0,0,0,0.83,0.94,0.1,0.1,0.1,0.1
22Month,0.27,1.09,0.55,1.09,0,1.09,0.41,1.09,0.41,392.18,0.82,0.14,1.78,0.27,0.27,0.82,1.23,0,9.16,0.55,0.14,0.27,0.55,0.27,0.14,0.55,0.14,0,0,0,0.41
