stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,2,3,4,19,0,0,0,0,14,173,1,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.56,0,2.25,0.56,0.28,0,0,0,0.28,0,0,0,0,0,0,2.82,4.51,1.13,14.66,0,1.13,0.28,0.28,70.74,60.88,0.85,0,0,11.84,0,0,4.23,0.28,0.28,0.85,0,0,0
21Day,2.96,1.11,0.37,8.51,0.37,4.07,0,0,0,0,0,0,0.74,0.37,0,3.7,0.74,1.11,1.11,15.54,0,0,4.81,0,15.54,18.87,0.37,0,0,7.03,3.33,0.37,1.85,0.37,1.11,1.11,0,0,0.37
3Month,0.1,0.83,1.14,19.45,0.21,0,0.1,0.1,3.33,0.73,0,0,24.34,1.98,0.21,20.7,1.14,4.99,2.18,7.8,0.42,0.1,6.66,1.98,0.83,0.42,2.29,0.42,0,0.94,1.35,59.39,0.21,0,0,0,4.99,4.68,3.02
22Month,0,1.23,0.96,5.33,0,0,0.41,0,2.32,3.28,7.79,0,75.98,0.96,1.78,20.91,0,0.68,3.28,5.19,0,1.5,1.91,0,0.55,0.41,1.91,0.82,0.27,0.55,0.27,9.16,1.09,0.14,0,0,0.96,0,1.23
