stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,33,0,0,0,0,29,10,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,11.84,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,14.66,48.76,0.85,1.13,0,0,0,0,4.51,1.97,0.56,0,0,0.85,0,0,1.13,0,0.28,0,0,0
21Day,1.11,0,0,19.24,0.37,2.59,0,0.37,0,0,0.74,0,0,0.74,0,0,0,44.03,57.35,0.37,1.11,0,0,0,0,4.07,1.11,0,0,0,0.37,0.37,0,0,0,0,0,0,0
3Month,0,0.73,0.31,70,0.1,0,0.31,0,0.21,0.94,0.94,0,0,5.72,1.87,0.42,2.81,106.1,6.03,2.08,1.66,0.31,0.1,0.62,0.52,1.77,0.1,0.21,0.31,0,0.31,1.25,1.98,0,0.1,0.1,0.73,0.94,1.87
22Month,0,0.27,0,23.37,0.14,0,0.14,0,0,0,0.55,0.14,0,6.42,0.14,0,0.27,34.44,2.32,0.82,0.68,0,0.41,0.14,0,1.23,0,0.14,0.14,1.09,0.14,0.27,1.5,0.27,0,0,0,0,0
