stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,0,0,0,6,41,0,0,0,0,0,0,0,1,0,0,0
72hpf,2.82,1.69,0,2.82,0.56,0,0,0,0,0,0,0,0,0,0,0,3.38,0,7.05,0,0.28,0.56,0.28,1.41,4.51,0,0,5.92,0,0,2.82,0,0.28,0,0,0
21Day,2.59,1.11,0.37,9.25,0,0.37,0,0,0,0,0,0.37,0,0,0,1.48,7.03,0.37,8.51,0,0,1.11,0,2.96,4.07,0,0,4.81,0.37,0,0,0.37,0,0,0,0.37
3Month,0,1.14,0,15.19,0.1,0,0.21,0.1,1.14,1.04,0,6.66,0.52,0,4.26,0.52,5.93,0.73,4.47,0.83,0,0.52,1.14,0.1,0.1,0,0.31,0,0.73,2.91,0.52,0,0,0.94,31.83,0.1
22Month,0.14,5.47,0.14,6.97,0.14,0,0,0,0.82,0.68,4.24,24.87,0.14,0.27,4.24,0.14,2.05,0.55,4.65,0.14,0.55,0,0.14,0,0,0.14,0,0.27,0,0.14,0.55,0,0.14,0.27,0.41,0
