stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,9,2,13,0,0,0,0,1,139,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,0,1.69,1.13,1.69,0,0,0,0.28,0,0,0,0,0.28,0,1.69,6.48,0.28,6.76,0,1.69,0.28,0,41.15,35.79,0.56,0,0,5.36,0.56,0,0,3.1,0.28,0,0.28,0,0,0
21Day,3.33,0,0,9.25,0,3.7,0,2.96,0,0,0,0,0.74,0,4.07,0.74,1.85,4.44,3.7,8.88,0,0,0.37,0,11.84,15.54,0.37,0.74,0,5.18,0.37,0,0,2.96,0.74,2.59,0.37,0,0,1.11
3Month,0.1,1.14,0.52,34.74,0.1,0,0.42,0.31,3.85,8.22,0,0,18.62,10.82,1.25,13.42,2.18,6.14,6.03,5.41,1.14,0,1.98,0.94,0.73,0.94,0.73,0.52,0,0.21,1.14,0.1,8.53,0.21,0,0,0.1,2.29,1.04,9.36
22Month,0.14,1.23,1.37,9.16,0,0,0.82,0.68,2.6,13.8,6.01,0,51.79,3.42,3.01,10.93,0.55,1.37,8.2,2.73,0.27,3.01,2.19,0.14,1.23,0.27,0.96,1.09,0.14,0.27,0.27,0,0.96,0.41,1.91,0,0,0.14,0,2.46
