stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,2,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.97,1.13,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.38,0,1.69,0,2.25,0,0,3.66,4.79,0,0.28,0,3.1,0.28,0,0.56,0,0.28,0,0,0
21Day,0.37,0,0,2.59,0.74,0.37,0,1.85,0,0.37,0,0,0,1.48,0,0,0,1.48,1.11,0,5.18,0,0,1.11,0,3.33,2.96,0,0,0,2.59,0.37,0,0,0.37,0,0,0,0
3Month,0.73,0.42,1.04,14.35,0.42,0,0.1,0.52,0.21,4.99,0.94,0.31,0,83.53,1.25,0.21,3.33,10.82,1.87,1.14,26.11,7.07,0.21,1.87,0.21,1.04,0.21,2.18,2.29,0,0.1,1.14,8.84,0.42,0,0.31,0.42,1.46,0.94
22Month,0,0.96,3.01,12.85,0.14,0,0.41,0.14,0,1.37,1.78,7.79,0,153.32,0.14,0.82,2.6,0.82,0.96,1.23,21.86,1.23,3.55,0.27,0,0.82,0.14,1.5,0.96,0.27,0,0.14,1.91,4.24,0,0,0,0,0.68
